,Unnamed: 0,text,star,original,cluster,action_cluster
143,143,"['overall', 'experience', 'lg', 'air', 'conditioner', 'ton', 'star', 'ac', 'good', 'compare', 'brandsand', 'installation', 'person', 'also', 'politeits', 'genuine', 'review']",3,Overall my experience with lg air conditioner 1.5 ton 5star AC is Good compared with other brands.and installation person is also polite.its my genuine review.,0,5
144,144,['satisfied'],3,Not satisfied,0,5
145,145,"['noise', 'heavy']",3,Noise heavy,0,5
146,146,"['delivery', 'good', 'product', 'good', 'cooling', 'quite', 'good', 'installation', 'good', 'charge', 'little', 'extra', 'mention', 'disappointed', 'see', 'model', 'flipkart', 'say', 'new', 'arrival']",4,Delivery was good. Product is good and cooling is quite good. Installation is good but charged little extra than mentioned. Disappointed to see that the model is from 2023 and Flipkart is saying 2024 new arrival,0,3
147,147,"['honestly', 'speak', 'ac', 'good', 'price', 'segment', 'overall', 'performance', 'best', 'take', 'less', 'time', 'cool', 'also', 'operate', 'silent', 'manner', 'in', 'feature', 'like', 'fire', 'variant', 'wifi', 'facility', 'display', 'remote', 'light', 'may', 'difficult', 'operate', 'remote', 'night', 'light', 'room', 'overall', 'happy', 'product', 'day', 'use', 'satisfied', 'installation', 'work', 'jeeves', 'company', 'read']",4,"Honestly speaking, the AC is too good at this price segment. Overall performance is best. It takes less time to cool and it also operates in silent manner. The 6-in-1 feature is just like fire🔥. This variant has no WIFI facility and the display of the remote has no light. It may be difficult to operate the remote in night when all the lights of the room are off. Overall, I am happy with this product after 30 days using

But I am not satisfied with the installation work from Jeeves company. F...
READ MORE",0,3
149,149,"['nice', 'product', 'bad', 'part', 'installation', 'flipkart', 'expert', 'support', 'installation', 'do', 'properly', 'overall', 'experience', 'good', 'flipkart', 'product', 'also', 'goodnice', 'cool', 'nice', 'finishing']",4,"Nice product , only the worst part is installation but Flipkart expert will support you if installation will not done properly
Overall experience is good with Flipkart and product is also good....nice cooling and nice finishing 😀🧿",0,2
151,151,"['thank', 'much', 'flipkart', 'product', 'good']",4,"Thank you so much Flipkart, product is very good 👍",0,3
152,152,"['pro', 'viraat', 'mode', 'cool', 'really', 'quickly', 'overall', 'good', 'performance', 'throughout', 'season', 'feel', 'like', 'late', 'spring', 'use', 'hot', 'mode', 'winter', 'con', 'capacity', 'affect', 'outdoor', 'unit', 'direct', 'sunlight']",4,"Pros:
- Viraat mode cools really quickly
- Overall good performance throughout the season
- Feels like late spring when using hot mode in winter

Cons:
- capacity is affected if outdoor unit is in direct sunlight",0,5
153,153,"['good', 'product', 'cool', 'take', 'min', 'time', 'feature', 'good', 'energy', 'save']",4,Good product in 2024 and for cooling taking 5 -10 min of time. features are good for energy saving..,0,5
154,154,"['best', 'product']",4,Best product,0,3
156,156,"['faster', 'coolingvalue', 'money', 'please', 'check', 'installingall', 'part']",4,"Faster Cooling..value for money.

Please check before installing..all parts",0,1
157,157,"['worth', 'money', 'must', 'buy']",4,Worth for money must buy,0,2
158,158,"['cool', 'great']",4,Cooling is great,0,5
159,159,"['ac', 'great', 'exchange', 'ac', 'pickup', 'person', 'rude', 'deceive', 'give', 'tip', 'copper', 'pipe', 'buy', 'old', 'ac', 'lg', 'ac', 'cool', 'great', 'though', 'wing', 'come', 'completely', 'cool', 'ground', 'cool', 'bed', 'ac', 'place', 'right', 'bed', 'annoy', 'ask', 'lg', 'support', 'team', 'assistance', 'rest', 'ac', 'great', 'cool', 'good', 'cool', 'room', 'approx', 'mins', 'completely', 'read']",4,"AC is great, the Exchange AC Pickup Person was rude, and was deceiving us into giving him tip and copper pipe, which we bought ourselves for the old AC.

about LG AC, the cooling is great, though the wing, doesn't come down completely, and doesn't cool the ground or doesn't cool the bed, if the AC is placed right above the bed. Very Annoying, will ask the LG support team for assistance with this. Rest all the AC is great. The cooling is good, cools the room in approx. 5 - 10mins completely. L...
READ MORE",0,5
160,160,['superb'],4,Superb,0,3
161,161,"['lg', 'cool', 'good', 'sq', 'ft', 'room', 'price', 'little', 'high']",4,"Lg cool good in 165 sq ft room , but price is little high.",0,5
163,163,"['value', 'money', 'day', 'installation']",4,Value for money same day installation,0,2
164,164,"['excellent', 'cool', 'within', 'less', 'time', 'value', 'money']",4,Excellent cooling within less time it's value for money,0,5
165,165,"['feel', 'satisfied', 'product', 'worth', 'spending']",4,Feel satisfied with the product and it its worth spending,0,2
167,167,['awesome'],4,Awesome,0,3
168,168,"['days', 'review', 'awsome']",4,2days review awsome,0,4
169,169,"['good', 'product', 'highly', 'recommend']",4,Good Product Highly Recommended 😍,0,4
171,171,"['product', 'seem', 'good', 'use', 'day']",4,The product seems good after using it for 15 days,0,4
172,172,"['early', 'express']",4,"It is very early to express,",0,6
173,173,"['brand', 'enough']",4,Brand is enough,0,3
174,174,"['product', 'good', 'nice', 'packaging', 'installation', 'time', 'long']",4,"Product good, nice packaging, installation time is long",0,2
175,175,"['brand', 'always', 'brand', 'final', 'review', 'seek', 'time', 'one', 'day', 'experience', 'satisfactory']",4,"Brand is always brand, but final review seeks more time. One day experience satisfactory.",0,1
177,177,"['cool', 'good', 'good', 'service', 'lg', 'overall', 'value', 'money']",4,Cooling is very good . Good service by LG . Overall value for money .,0,2
178,178,"['good', 'instalation', 'cost', 'high']",4,Good but instalation cost very high,0,5
180,180,['ok'],4,It's ok,0,5
181,181,"['day', 'delivery', 'day', 'installation', 'total', 'process', 'complete', 'day', 'thank', 'flipkart', 'review', 'use', 'month', 'advanatge', 'energy', 'save', 'good', 'cooling', 'best', 'installation', 'process', 'drawbacks', 'degree', 'swing', 'facility', 'instant', 'cool', 'virat', 'mode', 'sufficient', 'timer', 'reset', 'automatically', 'current', 'go', 'remote', 'backlightin', 'dark', 'use', 'mobile']",4,"2 days delivery and 1 day installation. Total process completed in 3 days. Thank you flipkart.
Review after using 4 month
Advanatge : Energy saving, good cooling, best installation process.
Drawbacks:
1. No 90 degree swing facility
2. No instant cooling ( virat mode not sufficient)
3. Timer reset automatically if current is gone.
4. Remote has no backlight.(in dark have to use mobile)",0,1
182,182,"['nice', 'product', 'value', 'money', 'thanks', 'flipkart', 'deliver', 'installation', 'time']",4,Very nice product value money thanks flipkart delivered installation in time,0,2
183,183,"['good', 'every', 'way']",4,very good in every way,0,3
184,184,['super'],4,Super 👍,0,5
185,185,"['everything', 'good', 'one', 'feature', 'miss', 'need', 'add', 'wifi', 'feature', 'also']",4,Everything was good but only one feature is missing you need to add wifi feature also in this .,0,3
186,186,"['product', 'goodand', 'installation', 'good', 'change', 'review', 'day']",4,"Product good.and installation good 01/03/24
I will change my review in a few days",0,2
187,187,"['good', 'worth']",4,It was Good and Worth it 👌 😌,0,3
189,189,['purchase'],4,Just now purchase,0,6
191,191,"['first', 'ac', 'life', 'feeling', 'gud']",5,First ac of life feeling gud,0,6
192,192,"['really', 'nice', 'product', 'low', 'price', 'get', 'good', 'facility', 'lg', 'day', 'installation', 'would', 'like', 'recommend', 'everyone', 'buy', 'ac', 'flipkart']",5,"Really nice product on such a low price. And got good facilities by LG...!
Same day installation!!
Would like to recommend everyone for buying this AC from flipkart! 😉☺😊",0,1
193,193,"['liked', 'silent', 'operation', 'indoor', 'outdoor', 'unit', 'ac', 'well', 'operate', 'mobile', 'wifi', 'nice', 'look', 'modern', 'ac', 'indoor', 'unit', 'outdoor', 'unit', 'outdoor', 'unit', 'pcb', 'fit', 'right', 'side', 'top', 'outdoor', 'unit', 'therefore', 'work', 'space', 'need', 'keep', 'right', 'side', 'future', 'replacement', 'pcb', 'mechanic', 'fit', 'od', 'unit', 'space', 'leave', 'maintenance', 'right', 'side', 'hence', 'limit', 'space', 'fix', 'od', 'ac', 'unit', 'balcony', 'read']",5,"I Liked silent operation of indoor and outdoor units , this AC can very well be operated with a mobile over WIFI, Nice looking modern AC indoor unit and outdoor unit, The outdoor unit is having PCB fitted on the Right side top in the outdoor unit, Therefore more working space need be kept on the right side for future replacement of PCB by a mechanic , You can not fit OD unit with no space left for maintenance on right side, Hence, those with limited space for fixing OD AC unit in a balcony ...
READ MORE",0,1
195,195,"['awesome', 'ac', 'installation', 'service', 'flipkart', 'jeevas', 'perfect']",5,"Awesome ac, but installation service from Flipkart Jeevas is not that perfect",0,2
196,196,"['product', 'good', 'instalation', 'do', 'boys', 'bad']",5,"Product is good, but instalation done, boys are worst",0,2
198,198,"['useful', 'product', 'lg', 'installation', 'worker', 'skill', 'full', 'work']",5,Useful product but lg installation worker are very not skill full work,0,2
199,199,"['cool', 'product', 'really', 'worth', 'money', 'definitely', 'recommend', 'room', 'big', 'square', 'metre', 'cool', 'happens', 'limited', 'time', 'silent', 'operation', 'well', 'lg', 'make', 'product', 'best', 'use', 'product', 'couple', 'month', 'add', 'update', 'review']",5,"Cool product, Really worth the money.
Definitely recommended for rooms which are bigger than 150 square metres.
Cooling happens at very limited time and silent operation as well.
LG is making their products at best.
Will use the product for a couple of months and add an updated review.",0,5
200,200,"['waste', 'money', 'ac', 'work', 'till', 'one', 'month', 'installation', 'instal', 'jeeves', 'company', 'authorize', 'lg', 'blame', 'one', 'another', 'request', 'purchase', 'flipkart', 'lie', 'waste', 'money', 'junk']",1,"Waste of money . AC not working till one month of installation. Installed by Jeeves company authorized from LG but both are blaming on one another
I request not to purchase from flipkart
As it lie there as waste of money
Junk",0,1
201,201,"['purchase', 'lg', 'april', 'the', 'horrible', 'experience', 'ever', 'work', 'even', 'run', 'room', 'hot', 'understand', 'ifb', 'ac', 'hometown', 'year', 'old', 'wear', 'blanket', 'even', 'put', 'degree', 'lg', 'ac', 'get', 'feel', 'iv', 'fool', 'nice', 'guy', 'normally', 'never', 'complain', 'thing', 'time', 'experience', 'really', 'disastrous', 'problem', 'ge', 'read']",1,"I purchased this LG A. C. on 17 April 23..The most horrible experience ever... My A. C. Is just not working... Even if I run it on 16 the room is hot.. I don't understand what is it .. I have an IFB ac in my hometown. It's 3 years old.. I have to wear a blanket even if I put it on 27 degree C..
But this LG AC.. I get a feeling that iv been fooled.. I'm a very nice guy.. Normally i never complain of things... But this time the experience has been really disastrous... I have problem when it ge...
READ MORE",0,5
202,202,"['want', 'buy', 'white', 'showpiece', 'bedroom', 'go', 'ahead', 'otherwise', 'big', 'bad', 'service', 'experience', 'flipkart', 'would', 'accept', 'returnexchange', 'need', 'indoor', 'unit', 'serious', 'water', 'leakage', 'issue', 'showpiece', 'use', 'bedside', 'shower']",1,"If you want to buy a white showpiece for your bedroom then go ahead otherwise BIG NO. Worst service experience. Flipkart would not accept return/exchange if you need to. The indoor unit has serious water leakage issues, so this showpiece can be used as bedside shower.",0,1
203,203,"['totally', 'waste', 'money', 'company', 'refund', 'money', 'per', 'policy', 'mention', 'purchase', 'use', 'put', 'store', 'room', 'thanks', 'flipkart']",1,Totally waste of money. company is not refund my money as per their policy which was not mentioned during purchase. That is why i am not using this and i have put it in the store room. thanks Flipkart 🙏🙏🙏,0,4
204,204,"['model', 'way', 'swing', 'actual', 'ton', 'cooling', 'capacity', 'cheat', 'sell', 'ton', 'compare', 'ac', 'brand']",1,"This model don't have 4 way swing, it's actual ton is 1.3 because it's cooling capacity is 4400w, they are cheating us and selling it as 1.5 ton compare with other ac brands",0,5
205,205,"['buy', 'product', 'flipkart', 'cool', 'ac', 'remote', 'stop', 'work', 'within', 'month']",1,"Do not buy any product from Flipkart
Not cooling
Ac remote stop working within a month",0,4
206,206,"['bad', 'service', 'flipkart', 'jeeves', 'wrong', 'instllation', 'do', 'indoor', 'outdoor', 'unit', 'continuous', 'water', 'leakage', 'indoor', 'unit', 'service', 'support', 'continously', 'follow', 'day', 'installation', 'still', 'positive', 'response']",1,"Worst service from flipkart and jeeves ,wrong instllation done of indoor and outdoor unit ,continuous water leakage from Indoor unit ,no service support as continously following up from day of installation ,still no positive response",0,1
207,207,"['ac', 'get', 'temperature', 'less']",1,My ac is not getting temperature less than 23,0,5
208,208,"['watter', 'leek', 'outdoor', 'pipe', 'line', 'indoor']",1,Watter leek in outdoor pipe line indoor,0,1
209,209,"['third', 'class', 'ac', 'slow', 'cooling']",1,Third class AC very very slow cooling,0,5
210,210,"['give', 'cool', 'instent', 'cool', 'satisfied', 'product']",1,Not giving cool instent cooling i m not satisfied with this product ....,0,5
211,211,"['please', 'buy', 'ac', 'cool']",1,Please do not buy from here. AC is not cooling at all.,0,5
212,212,"['energy', 'efficient', 'per', 'company', 'spoken']",1,Not energy efficient. Not as per company spoken.,0,1
