,text,star
340,Don't buy the AC from Flipkart. AC has been delivered on 2nd of June but No service engineer is coming for installation even after the elapse of 1 month. Customer care executives are non cooperative. It is not worth buying. I will rate it 0 star,1
341,Worst service by flipkart. My Ac delivered on 1st june and till now no installation done. Many follow up done by my side but no result. Flipkart team only giving fast comment daily. If someone want same pain which I get then go ahead or take another option.,1
342,"I bought this AC and it's not cooling at all. Previously I owned a LG qc which was good in all aspects. DONT BUY THIS AC OTHERWISE YOU WILL LOOSE YOUR MONEY.

0 COOLING EVEN ON VIRAT MODE

WORST AC MODEL",1
343,"Don't buy this AC, company labelling it as 1.5 toh AC, but it's not. It's 1.25 ton AC.

Don't
Don't
Don't
Don't buy it..
LG good for other appliances but not good in AC.
It won't work at 48 degree

Also it takes 2 hours to cool room
Don't buy if you want chilled cooling.

This AC is a normal cooler.",1
344,This unit not able to maintaine the cooling effect in the room. If the room temprature is 32*c and we have set the temprature at 28*c then it will take 3 to 4 hour to reached the set temprature. My room size is 160sft. Room is air packed also.,1
345,"I am reviewing after using this AC for ~6 months. It is not like LG's old ACs.
It takes too much time for cooling even 12x10 room. I registered compain to LG and their technician also accepted that this AC takes time to cool.
My neighbour's 1 ton AC cools room faster than this AC.
Other issue is remote is without light in display. so in the night it creates problem.",1
346,Average Performance.... cooling Condition is not Sufficient in HC Position,1
347,"AC is good but installation was very poor, charged extra for outdoor unit installation, no cover taping on pipe they did like free fund job. They didn't even carried their foldable steps. Really pathetic. 3rd class installation, installed without outdoor unit side cover.",1
348,Product is not working properly,1
349,Cooling is very low,1
350,Don't buy wastage of money it do nor provide cooling in the recommended size room. Pls don't buy it .,1
351,Very poor and low quality products and waste of money don't buy this product very bad experience also not good customer service,1
352,It is very expensive in this amount,1
353,Avoid buying,1
354,Waste product from LG . Customer service is very bad. Cooling is zero I raised complaint even after the cooling is not good . Done buy this product from LG,1
355,Getting switched off automatically after 30+ minutes and water leaking problem.,1
356,Ac is not cooling properly.,1
357,Water leaking from the indoor unit after use of one month was a very bad experience .. waste of money,1
358,"Worse than a ceiling fan ,no cooling nothing ...dabba",1
359,"Very bad quality AC took so much time for cooling and very less cooling
Worst quality ac never buy any product from LG specially AC",1
360,"Cooling is very very low.
Very disappointed

When I set at 19c /20c it takes approximately 4 hour to reach 25 c room temperature from 31c.
And it consumes 12 kwh ( unit) to 13 kwh power consumption. It's very high for 4 hour usages.",1
361,The product was not installed as the Jeeves Technician won't install if you don't buy AC stand and stabilizer from them. I dirc LG for installation. Cooling is not that great. You have to buy 1 Ton or above. 0.8 Ton is useless for my 90 sq.ft room.,1
362,Cooling capacity is very low ..takes too much time for cooling.,1
363,The AI feature doesn't work,1
364,"Waste of money, getting complain frequently, lg customer service not supportive etc...",1
365,"Third class AC I have purchased ever, makes too much noise while in running condition. 8 won't recommend it to buy to anyone. Utterly disappointed by its performance too.",1
366,"very low cooling,next to zero cooling
poor service by jeeves of flipkart

poor service by flipkart",1
367,"Not cooling properly. And the behaviour of the technician is very bad
don't buy",1
368,Wrost experience,1
369,"After one month i am writing this review, worst even after 30 mins the room is not getting cool and getting more noice",1
370,More power consumption installation not properly,1
371,Very bad experience in this product..,1
372,Not cooling worst ac,1
373,"It's really bad... Even in HC mode(110%) capacity, it is not able to bring the room tem down even to 27-28 during summers...
Worst product",1
374,Not cooling..worst AC in this universe. I recommend never to buy LG ac.,1
375,"Don't buy this product. Giving review after using for 1month. Water leaking from indoor unit, cooling is very less.",1
376,"I'm writing my review of LG 1.5-ton 3-star AC after using it for one month (In April which is not a peak hot time).

1. The cooling is very poor and inefficient. If you continue running the AC for more than 4 hours in Virat Mode, you won't be able to set the room temperature below 28 C.
2. Indoor unit size is small as compared to 1.5-ton ac of other brands so It doesn't circulate air in a wide area.

I have used Voltas and Hitachi in the past and they are much better than LG. Worst AC so I ...
READ MORE",1
377,Worst Experience ever.,1
378,No cooling waste of money,1
379,"Writing my review after using it for 1 month.
1. Lg claims about viraat mode is fake. It doesn't cool the room in viraat mode.
2. In normal mode after 15-20 minutes ac goes in the inverter mode. It again doesn't cool the room.
3. Highly unsatisfied with the product.",1
380,One of the bad purchases I made in recent times.,1
381,Kharab quality,1
382,Worst product. Waste of money. Refrain buying high value product from Flipkart,1
383,Not good,1
384,Modrate product,1
385,Very bad product,1
386,"Don't buy this ac,it is not cooling from day 1.",1
387,"Waste money low quality product
11x12 Room Not Cooling 2 Month use",1
388,Ac doer nunchi water vasthunae complant echanu vachi chusi vellaru kani problem enka clear avva ledhu service baga ledhu,1
389,Very bad experience,1
390,"Ac takes too much time to cool , also if I put it on 24 room temp show 26 after running 1hr.",1
391,Worst product,1
392,Outdoor unit noise is unbearable,1
393,"Flipkart provides the worst customer service which I've observed these days. My AC delivered on time but they didn't have a good brand authorised partner in Hyderabad so that my installation was not done for a week which is bad. I had wasted my time and money by believing their promised date of installation everyday. If you are planning to get this one Flipkart, I would suggest not to do that.",1
394,"The product is not good, not cooling even in 16 degrees",1
395,This is not performing as per requirement and also the efficiency is not good,1
396,"Low cooling capacity and noise is very high, I'm using
Since 15 days of time",1
